"region","median_inntekt"
"Lysekloster - Søfteland",637000
"Neset - Øyane",711000
"Osøyro",587000
"Hegglandsdalen",652000
"Fusa Nord",667000
"Fusa Sør",560000
"Ytre Austevoll",665000
"Indre Austevoll",717000
"Nordre Fjell",667000
"Indre Fjell",706000
"Sør - Ytre Fjell",662000
"Litlesotra - Bjørøy",668000
"Indre Sund",623000
"Ytre Sund",646000
"Blomvåg",639000
"Hjelme",550000
"Ask",631000
"Erdal",710000
"Florvåg",591000
"Kleppestø",656000
"Strusshamn",773000
"Follese - Hetlevik",733000
"Haugland - Davanger - Ramsøy",728000
"Nordre Askøy",655000
"Vaksdal",586000
"Dale",544000
"Stamnes",536000
"Modalen",615000
"Bruvik - Haus",611000
"Gjerstad",579000
"Hamre",619000
"Hosanger",562000
"Lindås",624000
"Alversund",652000
"Knarvik",589000
"Ostereidet",637000
"Meland Nord",737000
"Meland Sør",654000
"Radøy Nord",581000
"Radøy Sør",592000
"Austrheim",614000
"Fedje",546000
"Masfjorden",630000
"Mjømna",575000
"Gulen",550000
"Brekke",626000
"Solund",606000
"Hyllestad",513000
"Måren",573000
"Søreide",501000
"Lavik",534000
"Vik",582000
"Norum",607000
"Stedje",565000
"Kaupanger",687000
"Fjærland",572000
"Leikanger Nord",655000
"Balestrand",606000
"Aurland",557000
"Lærdal",576000
"Øvre Årdal",572000
"Årdalstangen",590000
"Lustrafjorden",581000
"Hafslo",617000
"Jostedalen",537000
"Nordsida",563000
"Øyane",646000
"Dale - Guddal",496000
"Førde Aust",747000
"Førde Vest",581000
"Førde Nord",622000
"Ålhus",664000
"Helgheim",620000
"Gaular",669000
"Naustdal",620000
"Indre Bremanger",547000
"Ytre Bremanger",597000
"Austre Eid",720000
"Nordfjordeid",550000
"Vestre Eid",648000
"Selje",579000
"Stadlandet",620000
"Vereide",584000
"Breim",578000
"Gjemmestad - Hyen",647000
"Stryn",588000
"Loen - Olden",536000
"Innvik - Utvik",524000
"Nordsida - Randabygd",593000
"Midtbyen",540000
"Klæbu",666000
"Østbyen",550000
"Lerkendal",543000
"Heimdal",593000
"Ila - Trolla",512000
"Midtbyen",382000
"Øya - Singsaker",476000
"Rosenborg - Møllenberg",479000
"Lademoen",431000
"Lade",534000
"Strindheim",557000
"Charlottenlund - Jakobsli",650000
"Ranheim",718000
"Berg - Tyholt",465000
"Åsvang - Stokkan",573000
"Nardo",480000
"Nidarvoll - Leira",603000
"Risvollan - Othilienborg",489000
"Jonsvatnet",817000
"Bratsberg",611000
"Sverresborg",581000
"Byåsen",723000
"Hallset",488000
"Sjetne - Okstad",722000
"Flatåsen - Saupstad",549000
"Tiller - Hårstad",640000
"Heimdal",578000
"Byneset - Leinstrand",664000
"Uoppgitt bydel Trondheim",NA
"Sparbu - Henning",606000
"Steinkjer Sentrum",439000
"Egge",568000
"Beitstad",607000
"Kvam",639000
"Stod",571000
"Ogndal",639000
"Malm",510000
"Verran",492000
"Spillum",636000
"Bangsund",568000
"Otterøy - Vemundvik",604000
"Namsos",544000
"Fosnes",541000
"Namdalseid",529000
"Snillfjord",NA
"Sør - Frøya",584000
"Nord - Frøya",548000
"Øyrekken",405000
"Osen",502000
"Olbu - Vognill",609000
"Oppdal Nord - Fagerhaug",525000
"Oppdal Syd - Drivdalen",553000
"Øvre Rennebu",519000
"Nedre Rennebu",567000
"Røros",527000
"Brekken - Glåmos",582000
"Haltdalen",570000
"Ålen",548000
"Støren",532000
"Singsås",576000
"Soknedal",582000
"Melhus Vest",666000
"Melhus Øst",577000
"Kvål",663000
"Ler",631000
"Lundamo",568000
"Hovin",630000
"Hølonda",597000
"Skaun",679000
"Buvik",688000
"Børsa",658000
"Hundhamaren - Saksvik Bygdelag",687000
"Vikhamar Malvik - Torp Midtsandan",703000
"Hommelvik - Mostadmark",586000
"Malvik Utmarksområder",582000
"Sveberg",874000
"Selbu",571000
"Tydal",547000
"Meråker",503000
"Hegra",641000
"Lånke",698000
"Skatval",672000
"Stjørdal",624000
"Stjørdalshalsen",467000
"Frosta",574000
"Nesset",605000
"Skogn",585000
"Midt - Skogn",690000
"Åsen",572000
"Frol",683000
"Bruborg Med Omland",563000
"Levanger",426000
"Ytterøy",561000
"Ørmelen",489000
"Verdalsøra",463000
"Sjøbygda",686000
"Stiklestad",701000
"Vinne - Ness",582000
"Øvre Verdal",589000
"Snåsa",549000
"Lierne",556000
"Røyrvik",533000
"Namsskogan",497000
"Grong",533000
"Høylandet",569000
"Overhalla",627000
"Flatanger",588000
"Leka",541000
"Røra",598000
"Straumen",588000
"Inderøy Vest",658000
"Sandvollan",647000
"Mosvik",528000
"Stjørna",567000
"Hasselvika - Fevåg",549000
"Rissa",516000
"Stadsbygd",643000
"Leksvik",540000
"Stranda",595000
"Heim",557000
"Hemne",560000
"Vinje",623000
"Halsa",511000
"Valsøyfjord",534000
"Snillfjord Sør",691000
"Vestre Hitra",503000
"Østre Hitra",522000
"Snillfjord Nord",582000
"Ørland Øst",594000
"Ørland Vest",531000
"Bjugn - Stjørna",521000
"Nes - Jøssund",562000
"Åfjord",564000
"Stoksund",549000
"Roan",504000
"Orkanger",528000
"Orkdal Østre",570000
"Orkland",635000
"Geitastrand - Orkdal Vestre",675000
"Løkken",516000
"Bygda",541000
"Agdenes",538000
"Snillfjord Øst",502000
"Nærøy",591000
"Kolvereid",531000
"Gravvik - Foldereid",567000
"Vikna Indre",586000
"Vikna Ytre",573000
"Rindal",577000
"Tromsø",450000
"Sommerlyst",587000
"Nordre Tromsøya",476000
"Mortensnes",631000
"Søndre Tromsøya",580000
"Kroken",582000
"Tomasjord",528000
"Tromsdalen",616000
"Reinelva - Hundbergan",612000
"Kvaløybyen",752000
"Fastlandet Nord",637000
"Ramfjordområdet",638000
"Malangshalvøya",610000
"Ullsfjord",470000
"Kvaløya Sørøst",623000
"Malangskjeften",516000
"Kattfjord",555000
"Ersfjord - Røssholmdjupta",730000
"Kvaløya Nordvest",583000
"Øyene Nord",712000
"Gausvik - Sørvik",558000
"Kila",697000
"Kanebogen - Seljestad",574000
"Harstad",468000
"Hagebyen",519000
"Bergseng",562000
"Ervik  Kasfjord - Aun",628000
"Grytøy",563000
"Bjarkøy",514000
"Tidligere Talvik Kommune Øst",515000
"Tidligere Talvik Kommune Vest",580000
"Tidligere Alta Kommune Øst",720000
"Tidligere Alta Kommune Vest",675000
"Alta Sentrum Nord",602000
"Alta Sentrum Syd",571000
"Vardø",460000
"Vadsø Sentrum",480000
"Indre Vadsø",640000
"Ytre Vadsø",564000
"Distriktet",557000
"Sentrum",498000
"Baksalen",537000
"Fuglenes",626000
"Fuglenesdalen",819000
"Sørøysund",613000
"Kvalsund",512000
"Kvæfjord Vestre",548000
"Kvæfjord Østre",567000
"Skånland",580000
"Astafjord",503000
"Tjeldsund",549000
"Ibestad",467000
"Andørja",507000
"Gratangen",474000
"Lavangen",544000
"Bardu",571000
"Salangen",522000
"Nedre Målselv",576000
"Bardufossområdet",551000
"Bakkehaugområdet",575000
"Øverbygd",523000
"Sørreisa - Sør",544000
"Sørreisa - Nord",583000
"Dyrøy",501000
"Rossfjordområdet",553000
"Bjorelvnesområdet",583000
"Finnsnesområdet",535000
"Silsandområdet",659000
"Gibostadområdet",508000
"Stønnesbotn - Øyfjordområdet",564000
"Tranøy",536000
"Stonglandet",487000
"Torsken",499000
"Berg",516000
"Malangen",479000
"Vestre Balsfjord",536000
"Østre Balsfjord",505000
"Ringvassøy - Reinøy",532000
"Vanna",498000
"Polleidet",581000
"Lyngseidet",520000
"Lenangen",536000
"Storfjord",532000
"Manndalen",463000
"Kåfjorddalen",581000
"Olderdalen",509000
"Skjervøy",543000
"Arnøya - Laukøya",472000
"Rotsund",548000
"Storslett",562000
"Oksfjord",598000
"Kvænangen - Sør",503000
"Kvænangen - Nord",516000
"Kautokeino",579000
"Loppa",476000
"Hasvik",477000
"Måsøy",513000
"Nordkapp",521000
"Gjesvær",403000
"Porsanger Østside",498000
"Indre Porsanger",561000
"Vestre Porsanger",498000
"Karasjok",576000
"Lebesby",492000
"Gamvik",419000
"Berlevåg",506000
"Tana",585000
"Polmak",505000
"Nesseby",467000
"Båtsfjord",523000
"Vestre Sør - Varanger",484000
"Høybuktmoen - Bjørnevatn",589000
"Kirkenes",530000
"Østre Sør - Varanger",658000
"Pasvik",547000
"Ikke bosatt i Norge",NA
"Uoppgitt fylke",NA
"Uoppgitt kommune",NA
