"region","nivå","kjønn","statistikkvariabel","år","antall"
"Våler (Hedmark) (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Våler (Hedmark) (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Våler (Hedmark) (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Våler (Hedmark) (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Våler (Hedmark) (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Våler (Hedmark) (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Elverum (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Elverum (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Elverum (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Elverum (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Elverum (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Elverum (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Elverum (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Elverum (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Trysil (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Trysil (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Trysil (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Trysil (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Trysil (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Trysil (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Trysil (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Trysil (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Åmot (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Åmot (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Åmot (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Åmot (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Åmot (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Åmot (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Åmot (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Åmot (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stor-Elvdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Stor-Elvdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stor-Elvdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Stor-Elvdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stor-Elvdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Stor-Elvdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stor-Elvdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Stor-Elvdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rendalen (1965-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Rendalen (1965-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rendalen (1965-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Rendalen (1965-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rendalen (1965-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Rendalen (1965-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Rendalen (1965-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Rendalen (1965-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Engerdal (1911-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Engerdal (1911-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Engerdal (1911-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Engerdal (1911-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Engerdal (1911-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Engerdal (1911-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Engerdal (1911-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Engerdal (1911-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga-Os (1966-1975)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Tolga-Os (1966-1975)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga-Os (1966-1975)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Tolga-Os (1966-1975)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga-Os (1966-1975)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Tolga-Os (1966-1975)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga-Os (1966-1975)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Tolga-Os (1966-1975)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Tolga (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Tolga (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Tolga (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tolga (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Tolga (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tynset (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Tynset (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tynset (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Tynset (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tynset (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Tynset (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tynset (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Tynset (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Alvdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Alvdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Alvdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Alvdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Alvdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Alvdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Alvdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Alvdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Folldal (1914-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Folldal (1914-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Folldal (1914-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Folldal (1914-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Folldal (1914-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Folldal (1914-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Folldal (1914-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Folldal (1914-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Os (Hedmark) (1976-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Os (Hedmark) (1976-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Os (Hedmark) (1976-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Os (Hedmark) (1976-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Os (Hedmark) (1976-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Os (Hedmark) (1976-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Os (Hedmark) (1976-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Os (Hedmark) (1976-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Hedmark","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Hedmark","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Hedmark","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Hedmark","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Hedmark","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Hedmark","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Hedmark","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Hedmark","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Oppland (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Oppland (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Oppland (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Oppland (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Oppland (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Oppland (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Oppland (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Oppland (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillehammer (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Lillehammer (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillehammer (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Lillehammer (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillehammer (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Lillehammer (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lillehammer (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Lillehammer (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjøvik (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Gjøvik (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjøvik (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Gjøvik (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjøvik (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Gjøvik (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gjøvik (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Gjøvik (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Dovre (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Dovre (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Dovre (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Dovre (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Dovre (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Dovre (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Dovre (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Dovre (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lesja (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Lesja (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lesja (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Lesja (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lesja (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Lesja (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lesja (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Lesja (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skjåk (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Skjåk (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skjåk (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Skjåk (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skjåk (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Skjåk (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Skjåk (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Skjåk (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lom (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Lom (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lom (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Lom (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lom (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Lom (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lom (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Lom (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vågå (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Vågå (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vågå (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Vågå (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vågå (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Vågå (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vågå (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Vågå (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Fron (1977-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Fron (1977-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Fron (1977-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Fron (1977-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Fron (1977-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Fron (1977-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Fron (1977-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Fron (1977-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sel (1908-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Sel (1908-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sel (1908-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Sel (1908-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sel (1908-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Sel (1908-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sel (1908-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Sel (1908-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fron (1966-1976)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Fron (1966-1976)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fron (1966-1976)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Fron (1966-1976)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fron (1966-1976)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Fron (1966-1976)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fron (1966-1976)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Fron (1966-1976)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Fron (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Fron (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Fron (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Fron (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Fron (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Fron (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Fron (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Fron (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ringebu (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Ringebu (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ringebu (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Ringebu (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ringebu (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Ringebu (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ringebu (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Ringebu (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øyer (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Øyer (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øyer (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Øyer (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øyer (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Øyer (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øyer (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Øyer (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gausdal (1962-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Gausdal (1962-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gausdal (1962-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Gausdal (1962-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gausdal (1962-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Gausdal (1962-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gausdal (1962-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Gausdal (1962-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østre Toten (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Østre Toten (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østre Toten (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Østre Toten (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østre Toten (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Østre Toten (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Østre Toten (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Østre Toten (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Toten (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Toten (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Toten (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Toten (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Toten (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Toten (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Toten (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Toten (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jevnaker (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Jevnaker (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Lunner (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Lunner (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Lunner (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Lunner (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Lunner (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gran (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Gran (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gran (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
