"region","nivå","kjønn","statistikkvariabel","år","antall"
"Etne (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Etne (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Etne (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Etne (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Etne (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Etne (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ølen (1916-2001)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Ølen (1916-2001)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ølen (1916-2001)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Ølen (1916-2001)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ølen (1916-2001)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Ølen (1916-2001)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ølen (1916-2001)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Ølen (1916-2001)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sveio (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Sveio (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sveio (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Sveio (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sveio (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Sveio (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sveio (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Sveio (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bømlo (1916-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Bømlo (1916-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bømlo (1916-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Bømlo (1916-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bømlo (1916-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Bømlo (1916-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Bømlo (1916-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Bømlo (1916-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stord (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Stord (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stord (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Stord (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stord (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Stord (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Stord (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Stord (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fitjar (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Fitjar (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fitjar (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Fitjar (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fitjar (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Fitjar (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fitjar (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Fitjar (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tysnes (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Tysnes (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tysnes (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Tysnes (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tysnes (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Tysnes (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Tysnes (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Tysnes (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvinnherad (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Kvinnherad (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvinnherad (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Kvinnherad (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvinnherad (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Kvinnherad (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvinnherad (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Kvinnherad (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jondal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Jondal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jondal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Jondal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jondal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Jondal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Jondal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Jondal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Odda (1913-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Odda (1913-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Odda (1913-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Odda (1913-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Odda (1913-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Odda (1913-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Odda (1913-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Odda (1913-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (-1976)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (-1976)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (-1976)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (-1976)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (-1976)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (-1976)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (-1976)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (-1976)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (1977-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (1977-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (1977-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (1977-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (1977-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (1977-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ullensvang (1977-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Ullensvang (1977-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidfjord (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Eidfjord (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidfjord (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Eidfjord (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidfjord (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Eidfjord (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Eidfjord (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Eidfjord (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ulvik (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Ulvik (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ulvik (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Ulvik (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ulvik (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Ulvik (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Ulvik (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Ulvik (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Granvin (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Granvin (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Granvin (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Granvin (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Granvin (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Granvin (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Granvin (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Granvin (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Voss (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Voss (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Voss (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Voss (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Voss (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Voss (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Voss (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Voss (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvam (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Kvam (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvam (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Kvam (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvam (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Kvam (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Kvam (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Kvam (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fusa (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Fusa (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fusa (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Fusa (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fusa (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Fusa (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Fusa (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Fusa (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Samnanger (1907-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Samnanger (1907-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Samnanger (1907-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Samnanger (1907-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Samnanger (1907-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
